"Statistic Label","Month","Industry Sector NACE Rev 2","UNIT","VALUE"
"Export Industrial Price Index (Excl VAT)","2023 December","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","113.496091"
"Export Industrial Price Index (Excl VAT)","2023 December","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Electrical equipment (27)","Base Year 2021=100","122.3411829"
"Export Industrial Price Index (Excl VAT)","2023 December","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817416"
"Export Industrial Price Index (Excl VAT)","2023 December","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Furniture (31)","Base Year 2021=100","112.3334231"
"Export Industrial Price Index (Excl VAT)","2023 December","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2023 December","Mining and quarrying (05 to 09)","Base Year 2021=100","95.72981516"
"Export Industrial Price Index (Excl VAT)","2023 December","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Food products (10)","Base Year 2021=100","106.5329883"
"Export Industrial Price Index (Excl VAT)","2024 January","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Textiles (13)","Base Year 2021=100","106.434846"
"Export Industrial Price Index (Excl VAT)","2024 January","Wearing apparel (14)","Base Year 2021=100","114.4986147"
"Export Industrial Price Index (Excl VAT)","2024 January","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Wood and wood products, except furniture (16)","Base Year 2021=100","127.510851"
"Export Industrial Price Index (Excl VAT)","2024 January","Paper and paper products (17)","Base Year 2021=100","102.4112435"
"Export Industrial Price Index (Excl VAT)","2024 January","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Chemicals and chemical products (20)","Base Year 2021=100","117.5380117"
"Export Industrial Price Index (Excl VAT)","2024 January","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Rubber and plastic products (22)","Base Year 2021=100","128.271801"
"Export Industrial Price Index (Excl VAT)","2024 January","Other non-metallic mineral products (23)","Base Year 2021=100","109.6175568"
"Export Industrial Price Index (Excl VAT)","2024 January","Basic metals (24)","Base Year 2021=100","115.1906617"
"Export Industrial Price Index (Excl VAT)","2024 January","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","113.3781839"
"Export Industrial Price Index (Excl VAT)","2024 January","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Electrical equipment (27)","Base Year 2021=100","120.394172"
"Export Industrial Price Index (Excl VAT)","2024 January","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817344"
"Export Industrial Price Index (Excl VAT)","2024 January","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Furniture (31)","Base Year 2021=100","112.2920549"
"Export Industrial Price Index (Excl VAT)","2024 January","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 January","Mining and quarrying (05 to 09)","Base Year 2021=100","95.74208814"
"Export Industrial Price Index (Excl VAT)","2024 January","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Food products (10)","Base Year 2021=100","107.4118908"
"Export Industrial Price Index (Excl VAT)","2024 February","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Textiles (13)","Base Year 2021=100","106.4371818"
"Export Industrial Price Index (Excl VAT)","2024 February","Wearing apparel (14)","Base Year 2021=100","114.5157091"
"Export Industrial Price Index (Excl VAT)","2024 February","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Wood and wood products, except furniture (16)","Base Year 2021=100","127.9053039"
"Export Industrial Price Index (Excl VAT)","2024 February","Paper and paper products (17)","Base Year 2021=100","102.5923682"
"Export Industrial Price Index (Excl VAT)","2024 February","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Chemicals and chemical products (20)","Base Year 2021=100","117.5429417"
"Export Industrial Price Index (Excl VAT)","2024 February","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Rubber and plastic products (22)","Base Year 2021=100","128.5390448"
"Export Industrial Price Index (Excl VAT)","2024 February","Other non-metallic mineral products (23)","Base Year 2021=100","109.5878084"
"Export Industrial Price Index (Excl VAT)","2024 February","Basic metals (24)","Base Year 2021=100","115.7242032"
"Export Industrial Price Index (Excl VAT)","2024 February","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","113.6814346"
"Export Industrial Price Index (Excl VAT)","2024 February","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Electrical equipment (27)","Base Year 2021=100","120.5589149"
"Export Industrial Price Index (Excl VAT)","2024 February","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3817474"
"Export Industrial Price Index (Excl VAT)","2024 February","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Furniture (31)","Base Year 2021=100","112.3669565"
"Export Industrial Price Index (Excl VAT)","2024 February","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 February","Mining and quarrying (05 to 09)","Base Year 2021=100","97.34291816"
"Export Industrial Price Index (Excl VAT)","2024 February","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Food products (10)","Base Year 2021=100","107.0212983"
"Export Industrial Price Index (Excl VAT)","2024 March","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Textiles (13)","Base Year 2021=100","106.4383588"
"Export Industrial Price Index (Excl VAT)","2024 March","Wearing apparel (14)","Base Year 2021=100","114.5243225"
"Export Industrial Price Index (Excl VAT)","2024 March","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Wood and wood products, except furniture (16)","Base Year 2021=100","126.6084335"
"Export Industrial Price Index (Excl VAT)","2024 March","Paper and paper products (17)","Base Year 2021=100","102.6836312"
"Export Industrial Price Index (Excl VAT)","2024 March","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Chemicals and chemical products (20)","Base Year 2021=100","117.5454265"
"Export Industrial Price Index (Excl VAT)","2024 March","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Rubber and plastic products (22)","Base Year 2021=100","128.6718512"
"Export Industrial Price Index (Excl VAT)","2024 March","Other non-metallic mineral products (23)","Base Year 2021=100","109.5844696"
"Export Industrial Price Index (Excl VAT)","2024 March","Basic metals (24)","Base Year 2021=100","115.8744734"
"Export Industrial Price Index (Excl VAT)","2024 March","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","111.5181557"
"Export Industrial Price Index (Excl VAT)","2024 March","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Electrical equipment (27)","Base Year 2021=100","120.5198837"
"Export Industrial Price Index (Excl VAT)","2024 March","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","100.3816744"
"Export Industrial Price Index (Excl VAT)","2024 March","Other transport equipment (30)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Furniture (31)","Base Year 2021=100","112.4046973"
"Export Industrial Price Index (Excl VAT)","2024 March","Other manufacturing (32)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 March","Mining and quarrying (05 to 09)","Base Year 2021=100","96.15532945"
"Export Industrial Price Index (Excl VAT)","2024 March","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 April","Food products (10)","Base Year 2021=100","108.1552167"
"Export Industrial Price Index (Excl VAT)","2024 April","Manufacture of beverages (11)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 April","Tobacco products (12)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 April","Textiles (13)","Base Year 2021=100","106.4384009"
"Export Industrial Price Index (Excl VAT)","2024 April","Wearing apparel (14)","Base Year 2021=100","114.5246309"
"Export Industrial Price Index (Excl VAT)","2024 April","Leather and related products (15)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 April","Wood and wood products, except furniture (16)","Base Year 2021=100","127.2999621"
"Export Industrial Price Index (Excl VAT)","2024 April","Paper and paper products (17)","Base Year 2021=100","102.6868995"
"Export Industrial Price Index (Excl VAT)","2024 April","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 April","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 April","Chemicals and chemical products (20)","Base Year 2021=100","99.72042097"
"Export Industrial Price Index (Excl VAT)","2024 April","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Export Industrial Price Index (Excl VAT)","2024 April","Rubber and plastic products (22)","Base Year 2021=100","128.6860452"
"Export Industrial Price Index (Excl VAT)","2024 April","Other non-metallic mineral products (23)","Base Year 2021=100","109.611896"
"Export Industrial Price Index (Excl VAT)","2024 April","Basic metals (24)","Base Year 2021=100","115.9960078"
